material_id,formula_pretty,formation_energy_per_atom,energy_above_hull,is_stable,band_gap,total_magnetization,nsites,density,volume,energy_per_atom,e_total,is_magnetic,space_group_symbol,space_group_number,crystal_system,point_group,ordering,icsd_ids,has_props,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma
mp-ugj,Cr2S3,-0.9927963924999981,0.000581118999998,False,0.0,23.9992252,20,3.753542270889839,354.2452885758627,-7.3364540080000005,,True,P-31c,163,Trigonal,-3m,FM,icsd-16720,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cyhus,Cr2S5,-0.566183518214285,0.17883506321428402,False,0.20270000000000002,8.6e-05,14,2.2971825195953812,382.12813551413706,-6.279481161428571,,False,Pmmn,59,Orthorhombic,mmm,NM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-bwiap,Cr3S4,-0.92470213642857,0.021371684047617003,False,0.0,17.8785457,14,4.155636022948302,227.16397882688608,-7.4259497450000005,,True,P2_1/m,11,Monoclinic,2/m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-blc,Cr3S4,-0.945570032857142,0.0005037876190450001,False,0.0,20.0030626,14,3.899736234008015,242.0704265321686,-7.446817641428572,,True,C2/m,12,Monoclinic,2/m,FM,"icsd-626598,icsd-192944,icsd-626607,icsd-16722,icsd-81886","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cpgmb,Cr5S8,-0.9787200392307681,0.0,True,0.0,27.9998481,26,3.749503610476083,457.4841617819021,-7.237521504615385,,True,C2/m,12,Monoclinic,2/m,FM,icsd-626594,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-byl,Cr5S6,-0.8685724436363611,0.034498021363635,False,0.0,30.5320315,22,4.282994203017067,350.7727782111976,-7.513083682272727,,True,P-31c,163,Trigonal,-3m,FM,"icsd-16719,icsd-43046,icsd-43045,icsd-43044,icsd-43043,icsd-626606","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bmyvq,Cr5S8,-0.969433726153844,0.009286313076923,False,0.0,24.0000001,39,3.730108942241857,689.794269911827,-7.228235191538461,,True,P-1,2,Triclinic,-1,FiM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bwibc,Cr5S8,-0.9606169561538451,0.018103083076923,False,0.0,2.1953543,26,3.834891982991866,447.297739791516,-7.219418421538462,,True,Cm,8,Monoclinic,m,FiM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-crumc,Cr19S30,-0.973726733571427,0.007984626530613001,False,0.0,54.0008475,49,3.73965749614984,865.8132757626477,-7.249845780612244,,True,P-1,2,Triclinic,-1,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-cruzq,Cr19S30,-0.9737504082653051,0.007960951836735,False,0.0,53.9988341,49,3.721948798629433,869.9327374315668,-7.249869455306122,,True,P-1,2,Triclinic,-1,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-dbmzr,MnS2,-0.49101037170258605,0.30849353500000004,False,0.0,0.1439548,6,2.8051565656160102,140.9669198002631,-10.741480081666667,,True,I-42d,122,Tetragonal,-42m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-ckiih,MnS2,-0.497801395035918,0.301702511666666,False,0.0,7.9916602999999995,12,3.43845986224438,230.0066288133213,-10.748271105,,True,P2_1/c,14,Monoclinic,2/m,FM,icsd-193723,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-dcxpl,MnS2,-0.7995039067025851,0.0,True,0.0,2.999569499999999,3,3.093657821836562,63.91047481418328,-11.049973616666668,,True,R-3m,166,Trigonal,-3m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-duo,MnS,-1.1258302186476281,0.014528515,False,0.0,1.5000000000000002e-05,4,3.36542574685967,85.85656971957664,-12.48451617,,True,P6_3mc,186,Hexagonal,6mm,AFM,"icsd-643455,icsd-44765","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cdz,MnS2,-0.68886985253592,0.11063405416666501,False,0.0,4.0159753,12,4.693997497595893,168.48508369035204,-10.939339562500003,,True,Pa-3,205,Cubic,m-3,FM,"icsd-15991,icsd-44373,icsd-36549,icsd-193722,icsd-643452,icsd-36545,icsd-643447,icsd-56015,icsd-36547,icsd-643442,icsd-291504,icsd-291503,icsd-36548,icsd-36546,icsd-643433,icsd-36550","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cqp,MnS,-1.128444258647629,0.011914474999999002,False,0.0,0.288333399999999,2,4.773501671712195,30.265403695530186,-12.48713021,,True,F-43m,216,Cubic,-43m,FM,"icsd-76205,icsd-643454","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bfrtl,MnS,-0.705955648647629,0.434403084999999,False,0.0,3.2864285,2,4.854024954333289,29.763331769995265,-12.0646416,,True,Pm-3m,221,Cubic,m-3m,FM,icsd-44764,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-dbl,MnS,-1.140358733647628,0.0,True,0.0,0.0,4,4.19181053250963,68.93057499388583,-12.499044685,,True,Fm-3m,225,Cubic,-3m,AFM,"icsd-603118,icsd-643443,icsd-643439,icsd-643445,icsd-158647,icsd-158648,icsd-643436,icsd-643437,icsd-643444,icsd-643446,icsd-643450,icsd-643451,icsd-158651,icsd-158652,icsd-643453,icsd-643434,icsd-41331,icsd-76204,icsd-643435,icsd-158650,icsd-18007,icsd-158649,icsd-643456,icsd-643438","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-dawjk,MnS2,-0.797934207535919,0.001569699166665,False,0.0,11.9953575,12,3.546117110904696,223.02381350935656,-11.048403917500002,,True,Fd-3m,227,Cubic,m-3m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-cfzcu,MnS2,-0.7663607583692521,0.033143148333333004,False,0.0,1.968753099999999,6,4.668836558781954,84.69653534317291,-11.016830468333334,,True,Pnnm,58,Orthorhombic,mmm,FM,icsd-643441,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-cdljf,Mn2S3,-0.903138795480602,0.032707042000001005,False,0.0,16.0,10,3.794306933412436,180.36974944148466,-11.596895002,,True,R-3c,167,Trigonal,-3m,FM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-cdmyx,Mn3S,-0.17790633078933002,0.39227303603448305,False,0.0,5.3905089,4,7.134536273194737,45.82294945982847,-13.198916644224138,,True,Pm-3m,221,Cubic,m-3m,FM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-dastz,FeS2,-0.482783109999998,0.36469386000000004,False,0.0,0.092321099999999,6,3.009686400745283,132.38799528482548,-6.064388654999999,,False,I-42d,122,Tetragonal,-42m,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bctvn,FeS,-0.7574410312499991,0.0,True,0.0,1.8e-06,4,4.294013387059193,67.99139927450518,-7.0611504925,,False,P4/nmm,129,Tetragonal,4/mmm,NM,"icsd-633302,icsd-182249,icsd-182251,icsd-42977,icsd-43391,icsd-182250,icsd-81087,icsd-238590","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bwjkr,FeS2,-0.409372138333332,0.43810483166666603,False,0.0,10.5541009,12,3.804287438394601,209.4722627997916,-5.990977683333334,,True,P2/c,13,Monoclinic,2/m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bhng,FeS,-0.591536155416665,0.16590487583333302,False,0.0349,0.0009991,24,5.9924168081012334,292.3254386726697,-6.895245616666667,,False,P2_1/c,14,Monoclinic,2/m,NM,"icsd-89380,icsd-89381,icsd-87501,icsd-87500","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bwiab,FeS,-0.48756782874999804,0.2698732025,False,0.0,1.9175223,4,5.682395484413268,51.37903186964778,-6.79127729,,True,P-3m1,164,Trigonal,-3m,FiM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-dbgvo,FeS2,-0.5968370916666651,0.250639878333333,False,0.0,7.418982,12,3.936361448436063,202.4439850100527,-6.178442636666666,,True,R-3m,166,Trigonal,-3m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-ddjqe,FeS2,-0.642795531666665,0.20468143833333302,False,0.0,1.8100384999999992,3,3.109980701479322,64.05929606591147,-6.224401076666666,,True,R-3m,166,Trigonal,-3m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bjbyq,FeS,-0.48473417749999903,0.27270685374999903,False,0.0,14.4966495,16,5.543554670583626,210.66337109569793,-6.78844363875,,True,P6_3mc,186,Hexagonal,6mm,FM,"icsd-87503,icsd-87502,icsd-53528","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-ecx,FeS,-0.45790946083333206,0.299531570416666,False,0.0,26.329077,24,5.094471969029963,343.85033086583445,-6.7616189220833345,,True,P-62c,190,Hexagonal,-6m2,FM,"icsd-51002,icsd-291010,icsd-43694,icsd-51001,icsd-68846,icsd-68845,icsd-53527,icsd-51003,icsd-35006,icsd-31963,icsd-291009,icsd-633296,icsd-35005,icsd-291011,icsd-657060,icsd-156619,icsd-291013,icsd-44752,icsd-156618,icsd-291012,icsd-35007,icsd-156620","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-dct,FeS,-0.441707896249998,0.315733135,False,0.0,5.1154771,4,5.072416721146503,57.55756964376974,-6.7454173575,,True,P6_3/mmc,194,Hexagonal,6/mmm,FM,"icsd-29302,icsd-68848,icsd-53526,icsd-633265,icsd-35008,icsd-68847","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-is,FeS2,-0.8374183041666641,0.010058665833334,False,0.45719999999999905,0.0,12,5.069733496472607,157.18630942155002,-6.419023849166666,28.227410893333328,False,Pa-3,205,Cubic,m-3,NM,"icsd-316,icsd-10422,icsd-633293,icsd-53529,icsd-53935,icsd-656511,icsd-633288,icsd-633254,icsd-633273,icsd-633270,icsd-633289,icsd-633274,icsd-633287,icsd-43716,icsd-41995,icsd-15012,icsd-109377,icsd-52372","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': True, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-dbxvm,FeS2,-0.5963047691666651,0.251172200833333,False,0.0,7.6320138,12,3.966615774713373,200.8998963654157,-6.177910314166667,,True,Fd-3m,227,Cubic,m-3m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-bjahy,FeS2,-0.408898324999999,0.43857864499999905,False,0.0,10.7546113,12,3.728085918353034,213.75384460382423,-5.99050387,,True,Pcca,54,Orthorhombic,mmm,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cgo,FeS2,-0.8474769699999981,0.0,True,0.8770000000000001,0.0,6,4.9392380950398245,80.66959748929806,-6.429082515,27.484519476666666,False,Pnnm,58,Orthorhombic,mmm,NM,"icsd-633275,icsd-633304,icsd-109374,icsd-42415,icsd-42416,icsd-42726,icsd-633255,icsd-26756","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': True, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': True, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': True, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bfrm,FeS,-0.5280524912499981,0.22938854000000003,False,0.0,3e-07,8,6.097107468121861,95.76868382788909,-6.8317619525,,False,Pnma,62,Orthorhombic,mmm,NM,"icsd-87499,icsd-291014,icsd-633259,icsd-291017,icsd-35010,icsd-633260,icsd-35009,icsd-291016,icsd-291015","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-ccfdf,Fe2S3,-0.6915412294999981,0.11992136500000002,False,0.0,3.7910432,10,4.9040509576429745,140.78204604385044,-6.561988341,,True,R-3c,167,Trigonal,-3m,FM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-bmyuj,Fe2S,-0.206368987738092,0.298591699761906,False,0.0,27.0404812,21,6.39800112631646,261.1715005426415,-7.232182365238094,,True,Cm,8,Monoclinic,m,FM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bwlkn,Fe2S,-0.17731581011904501,0.32764487738095305,False,0.0,24.8741179,21,6.424253454912277,260.10423878215397,-7.203129187619047,,True,Cm,8,Monoclinic,m,FM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bwjlo,Fe3S4,-0.6195834821428551,0.17644438,False,0.0,0.0049022,14,4.746843324145993,206.94980628766177,-6.613819836428571,,False,C2/m,12,Monoclinic,2/m,NM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-pbw,Fe3S4,-0.424486235714284,0.37154162642857,False,0.0,3.8132306,7,4.743995205511187,103.53702563491949,-6.418722590000001,,True,R3m,160,Trigonal,3m,FM,icsd-44885,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-kmy,Fe3S4,-0.5818713328571411,0.21415652928571302,False,0.0,1.448204,7,4.565297262223808,107.58974169530593,-6.5761076871428585,,True,R-3m,166,Trigonal,-3m,FiM,icsd-42537,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
