material_id,formula_pretty,formation_energy_per_atom,energy_above_hull,is_stable,band_gap,total_magnetization,nsites,density,volume,energy_per_atom,e_total,is_magnetic,space_group_symbol,space_group_number,crystal_system,point_group,ordering,icsd_ids,has_props,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma
mp-mnc,NaLiS,-1.36703557407088,0.0,True,2.264199999999999,0.0,6,1.976851617557677,104.15187051878621,-3.829716026666666,10.189343873333334,False,P4/nmm,129,Tetragonal,4/mmm,NM,icsd-61091,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': True, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': True, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': True, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cqwsu,Na2LiS2,0.021113945781609002,1.268659548500001,False,0.0,1.366705399999999,5,0.392584145263209,495.09638733662007,-2.552318024,,True,P4/mmm,123,Tetragonal,4/mmm,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-mmg,KLiS,-1.381854906027777,0.0,True,3.0571,0.0,6,2.009905336028247,129.05606955174886,-3.77441834,8.678865783333332,False,P4/nmm,129,Tetragonal,4/mmm,NM,"icsd-290450,icsd-47229","{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': True, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': True, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': True, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bpcif,KLiS,-1.33288870436111,0.048966201666666,False,2.7753,1e-07,6,1.924524366187,134.78160494939067,-3.725452138333333,,False,P6_3/mmc,194,Hexagonal,6/mmm,NM,icsd-27465,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-cqyxb,K2LiS2,-0.141794620566665,1.156279515000001,False,0.0,1.7690584,5,0.934295561995865,265.2957921025841,-2.631086168,,True,P4/mmm,123,Tetragonal,4/mmm,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-bwzyk,Li4TiS4,-1.535564807962962,0.011638242500000002,False,2.4742,0.0,9,1.843861351510879,183.6195387200418,-5.100095289444444,7.032234809999998,False,I-42m,121,Tetragonal,-42m,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': True, 'dielectric': True, 'piezoelectric': True, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': True, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-brpzx,Li4TiS4,-1.488464308518518,0.05873874194444301,False,1.9747000000000001,0.0002904,36,2.036372946895927,665.0431520301349,-5.05299479,,False,P2_1/c,14,Monoclinic,2/m,NM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bqxug,Li8TiS6,-1.492056632333332,0.037646513166663,False,0.0,0.005585499999999,15,2.057731828864254,238.69123319406177,-4.691474047333333,,False,R-3,148,Trigonal,-3,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bqwqr,Li3TiS3,-1.519040516547618,0.083654992857143,False,0.0,0.5378086,14,2.413873760982627,226.85360636662682,-5.238248195714285,,True,C2/c,15,Monoclinic,2/m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-ofv,LiTiS2,-1.677127175416665,0.0,True,0.0,0.0005551,4,3.12407224925199,63.21915107775093,-6.1969297525,,False,P-3m1,164,Trigonal,-3m,NM,"icsd-200709,icsd-642322","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-cezye,LiTiS2,-1.673881300416666,0.0032458749999990004,False,0.0,0.974541099999999,4,3.048148029372843,64.79383337032574,-6.193683877500001,,True,R-3m,166,Trigonal,-3m,FM,"icsd-189826,icsd-189825","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bqwso,Li8TiS6,-1.526205142666666,0.0034980028333290005,False,2.2861000000000002,0.0,30,1.8117426070252811,542.1990363418407,-4.725622557666667,,False,P6_3cm,185,Hexagonal,6mm,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-brqaq,Li4TiS4,-1.47853801324074,0.068665037222221,False,2.4153000000000002,0.0070138,72,2.019986538240383,1340.87614711757,-5.043068494722222,,False,P-43n,218,Cubic,-43m,NM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bqzmk,LiTiS2,-1.642262156041665,0.034865019375,False,0.0,0.0022461,16,3.105629448321427,254.37831369098961,-6.162064733125,,False,Fd-3m,227,Cubic,m-3m,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-brpzr,Li8TiS6,-1.466320962999999,0.063382182499996,False,2.698,0.0063329,60,1.8345125099929862,1070.9385629998426,-4.665738378,,False,Pna2_1,33,Orthorhombic,mm2,NM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-brpyi,Li4TiS4,-1.547203050462962,0.0,True,2.3658,0.0,36,1.988244484266622,681.1415266227162,-5.111733531944444,,False,Pnma,62,Orthorhombic,mmm,NM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-brbod,Li4TiS4,-1.522189093518518,0.025013956944444003,False,2.2586,0.0010251,18,1.93098143253156,350.6703535561904,-5.086719575,,False,Cmcm,63,Orthorhombic,mmm,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-crppe,Li(TiS2)2,-1.678548019999992,0.0,True,0.0,4.1e-06,7,3.054524849483097,125.54377791693688,-6.571333412857136,,False,C2/m,12,Monoclinic,2/m,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': False}",,,,,,
mp-bqxet,Li2Ti2S5,-1.514511436759258,0.070357776388884,False,1.2054,6.13e-05,18,2.524590745049886,355.10514094688483,-5.991824584444444,,False,C2/c,15,Monoclinic,2/m,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-chmlc,Li(TiS2)2,-1.635310680714285,0.043237339285701004,False,0.0,0.0191012,14,2.918473823805221,262.7925501454586,-6.5280960735714295,,False,Fd-3m,227,Cubic,m-3m,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-bdfv,Li(TiS2)3,-1.642631889833332,0.014605897999995001,False,0.0,0.0008439,10,2.60609354663453,218.50788277445102,-6.684610408999999,,True,P-3m1,164,Trigonal,-3m,AFM,"icsd-60015,icsd-31342","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-brqan,Li4Ti5S12,-1.519012468809523,0.07123762472221801,False,1.0319,0.0020992,42,2.586892697322376,836.8886326955713,-6.126723140238095,,False,P-1,2,Triclinic,-1,NM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-brstk,Li3VS4,-1.290547834999999,0.069675938749998,False,1.436499999999999,0.0075682,64,2.229487622856103,1191.837956387953,-5.210581025,38.65602156,False,P-42_1c,114,Tetragonal,-42m,NM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': True, 'piezoelectric': True, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-brsst,Li3VS4,-1.272218607187499,0.088005166562498,False,1.0902,0.0016029,32,2.103778332776699,631.5275546901202,-5.1922517971875,,False,P2_1/c,14,Monoclinic,2/m,NM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cozvi,Li3VS3,-1.347091729642857,0.091152662346937,False,0.0,4.0929896,14,2.557175244574457,218.13390533038364,-5.236072845000001,,True,R3c,161,Trigonal,3m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-led,LiVS2,-1.335750084583332,0.053587635357144,False,0.0,2.0007127,4,3.191616565192798,63.48084700183696,-6.152656175,,True,P-3m1,164,Trigonal,-3m,FM,"icsd-642325,icsd-16303","{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-bqyew,LiVS2,-1.3173068995833321,0.072030820357144,False,0.0,2.0002955,4,3.184361404969992,63.625479993355746,-6.13421299,,True,R-3m,166,Trigonal,-3m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-coykk,LiVS3,-1.141285493166665,0.102973500583332,False,0.039899999999999006,2.0001581,10,2.465479200984007,207.54724512131145,-5.822289908,,True,P-1,2,Triclinic,-1,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-brgvf,Li3VS4,-1.36022377375,0.0,True,1.9592,0.0,8,1.590359148201836,208.85125029945607,-5.280256963750001,4.143869546666666,False,P-43m,215,Cubic,-43m,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': True, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': True, 'dielectric': True, 'piezoelectric': True, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': True, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bqzve,Li3VS4,-1.323403744999999,0.036820028749998006,False,1.6960000000000002,0.0019562,16,1.969415231014949,337.3067205903115,-5.243436935,,False,Pmn2_1,31,Orthorhombic,mm2,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-brsuu,Li3VS4,-1.287089686874999,0.073134086874998,False,1.3501,0.0039109,64,2.224131642461309,1194.7080476210062,-5.207122876875,,False,Fdd2,43,Orthorhombic,mm2,NM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-brssk,Li4VS4,-1.360571907037036,0.053864803968256006,False,0.0,3.9999132,36,2.020565411483962,680.3527294590237,-5.057148394444444,,True,Pnma,62,Orthorhombic,mmm,FM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-chmlh,Li(VS2)2,-1.214542834047619,0.09913243928571201,False,0.0,6.000141,14,3.137111870088455,250.9870609457697,-6.446875099285714,,True,I4_1/amd,141,Tetragonal,4/mmm,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-brayc,Li2V2S5,-1.217849719907407,0.09773226999999501,False,0.14120000000000002,4.0003044,18,2.787713172842027,328.9134874878131,-5.959254879444445,,True,C2/c,15,Monoclinic,2/m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-chmnj,Li(VS2)2,-1.219593239047618,0.094082034285713,False,0.0,5.9976353,14,3.338836429052506,235.82301944483982,-6.451925504285714,,True,Imma,74,Orthorhombic,mmm,FM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-braql,Li2(VS2)3,-1.248875063787878,0.09553358272727501,False,0.0,1.750477,22,2.952110148149873,403.9779933706281,-6.330143265454546,,True,P6_3/mcm,193,Hexagonal,6/mmm,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cpafr,Li3(VS2)4,-1.295138068666666,0.063612818666666,False,0.0,0.9987491,15,3.157565062296487,253.01150539454653,-6.305909707333333,,True,R3m,160,Trigonal,3m,FiM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-bqwvw,Li2CrS3,-1.177375005694443,0.052793178333333,False,0.0,4.000427,12,2.8183900719783823,190.98045857509868,-5.491222729166666,,True,C2/m,12,Monoclinic,2/m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bqxdp,Li2CrS4,-1.048362303809522,0.038955074999999006,False,0.0,2.2956032,7,2.699312336654675,119.42815767849356,-5.337002882857143,,True,C2/m,12,Monoclinic,2/m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bqxis,Li6CrS4,-1.298901714545454,0.098199034242424,False,0.0,7.9993433,22,1.9623495361240382,375.5468628064931,-4.722190398181818,,True,P4_2/nmc,137,Tetragonal,4/mmm,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-braps,Li2CrS3,-1.176500441527777,0.053667742499999005,False,0.0,8.0000697,24,2.804584862167193,383.8410708485448,-5.490348165,,True,C2/c,15,Monoclinic,2/m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-ggo,LiCrS2,-1.252680724583332,0.0,True,0.6463000000000001,2.999999599999999,4,3.236418276017989,63.143175552266875,-6.211872165,17.601794580016715,True,P-3m1,164,Trigonal,-3m,FM,"icsd-150675,icsd-626233,icsd-150674,icsd-26233","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': True, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': True, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-bqxja,Li8CrS6,-1.352348528444444,0.041790718000000004,False,0.772799999999999,4.0014616,30,1.832244570945452,543.6163791356711,-4.668936307,,True,P6_3cm,185,Hexagonal,6mm,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bqxji,Li3CrS4,-1.172064837499999,0.046847076249999,False,0.0,1.0005004,8,1.594135362773154,209.45504931646255,-5.1632407025,,True,P-43m,215,Cubic,-43m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-brqox,Li4CrS4,-1.261477365370369,0.059785853333334006,False,0.5865,8.0027116,36,2.052368784225408,673.2230685693397,-5.021291786111111,,True,Pnma,62,Orthorhombic,mmm,FM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bqvfl,Li5CrS4,-1.304836018666667,0.098308244,False,0.9981000000000001,2.9997027,10,2.155829289517171,165.57493957661816,-4.879561284,,True,Immm,71,Orthorhombic,mmm,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
