material_id,formula_pretty,formation_energy_per_atom,energy_above_hull,is_stable,band_gap,total_magnetization,nsites,density,volume,energy_per_atom,e_total,is_magnetic,space_group_symbol,space_group_number,crystal_system,point_group,ordering,icsd_ids,has_props,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma
mp-fft,K3VS4,-1.415487692093748,0.0,True,1.582999999999999,0.0,32,2.208309268148548,891.8023619382668,-5.043938453124999,,False,Pnma,62,Orthorhombic,mmm,NM,"icsd-74678,icsd-641342,icsd-81413","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-fyw,KCrS2,-1.1814435205624991,0.0,True,1.1644,3.0000001,4,3.153376581830179,81.739739482668,-5.946246675000001,11.635875753298059,True,R-3m,166,Trigonal,-3m,FM,"icsd-42407,icsd-25723,icsd-42406","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': True, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': True, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-csmru,K(CrS2)2,-1.099107886750001,0.023839768571428003,False,0.0,5.0422224,7,2.8791971759089163,156.4978285480569,-6.382972960000002,,True,P2/m,10,Monoclinic,2/m,FiM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': False}",,,,,,
mp-csmqh,K(CrS2)2,-1.032542959607142,0.09040469571428701,False,0.0,1.000011,7,3.288575646642726,137.01619010997788,-6.316408032857143,,True,C2/m,12,Monoclinic,2/m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-csmqm,K(CrS2)2,-0.890965668178571,0.23198198714285803,False,0.0,9.999795,14,3.0848337080791692,292.13121265587483,-6.174830741428572,,True,I-42d,122,Tetragonal,-42m,FiM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-crqna,K(CrS2)2,-1.005574563892857,0.11737309142857201,False,0.0,5.0056791,7,2.808915152933426,160.41356945968337,-6.289439637142857,,True,P-6m2,187,Hexagonal,-6m2,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-csmps,K(CrS2)2,-0.8481752717499991,0.27477238357143,False,0.0,22.0015538,28,2.613187778055067,689.7140875606042,-6.132040345,,True,P-1,2,Triclinic,-1,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-csmql,K(CrS2)2,-0.878639669607142,0.24430798571428702,False,0.0,10.0047818,14,2.8644835133807893,314.6033858366596,-6.162504742857143,,True,Fd-3m,227,Cubic,m-3m,FiM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': False}",,,,,,
mp-csmpy,K(CrS2)2,-0.8419915710357141,0.280956084285715,False,0.0,39.9976051,56,3.195810872598864,1127.9468628255106,-6.125856644285714,,True,Pca2_1,29,Orthorhombic,mm2,FiM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-csmpr,K(CrS2)2,-1.122947655321429,0.0,True,0.0,20.1756737,28,2.877960914672499,626.2602159664402,-6.40681272857143,,True,Pmmn,59,Orthorhombic,mmm,FiM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-csmrc,K(CrS2)2,-1.043438783535714,0.079508871785716,False,0.0,20.0000001,28,3.397251142155293,530.5325831231658,-6.327303856785714,,True,Pnma,62,Orthorhombic,mmm,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-csmqg,K(CrS2)2,-1.057611291035713,0.065336364285716,False,0.0,19.9976099,28,2.837302426186982,635.2345126592422,-6.341476364285714,,True,Pnma,62,Orthorhombic,mmm,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-cprha,KCr3S5,-1.11463989441667,0.0,True,0.49260000000000004,18.0000002,18,3.394359200758243,347.73859312884576,-6.756584416111116,,True,C2/m,12,Monoclinic,2/m,FM,icsd-604340,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-sak,KCr5S8,-1.087461920517856,0.0,True,0.236599999999999,14.9999999,14,3.501164908208904,263.5104420797055,-6.980018261428571,20.323783356666667,True,C2/m,12,Monoclinic,2/m,FM,icsd-2568,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': True, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-blfme,K3Cr11S18,-1.095485292710936,0.007264238125003,False,0.22160000000000002,33.0000005,32,3.447531042080248,609.9852851601255,-6.8470724853125,,True,C2/m,12,Monoclinic,2/m,FM,icsd-73144,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cadnf,K3Cr11S18,-1.082399901773436,0.020349629062503,False,0.276099999999999,33.0457258,32,3.429836142519592,613.1322659212698,-6.833987094375,,True,Cm,8,Monoclinic,m,FM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-bsen,K2Mn3S4,-1.2335747530220291,0.010000870555554,False,0.0,30.000002,18,2.7680363994907,445.4490265129674,-11.036094842777779,,True,P2/c,13,Monoclinic,2/m,FM,icsd-411172,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-mxd,K2MnS2,-1.326149135521552,0.0,True,0.9719999999999991,10.0000002,10,2.403642042022516,272.5577633896386,-9.883736536,9.160147843400697,True,Ibam,72,Orthorhombic,mmm,FM,icsd-65453,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': True, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bazs,K6MnS4,-1.3140994475666141,0.0,True,1.2969,9.9999995,22,2.142181856255185,647.706949946721,-8.853105556818182,7.82804335328075,True,P6_3mc,186,Hexagonal,6mm,FM,icsd-65448,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': True, 'piezoelectric': True, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cixbr,K(FeS)2,-0.8709019384500031,0.0,True,0.0,0.0,5,4.242787398640655,84.11456897218073,-6.140143452000005,,False,I4/mmm,139,Tetragonal,4/mmm,NM,icsd-186572,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-frf,KFeS2,-0.9958706005625001,0.0040891905357160006,False,0.0,6.0000001,8,2.734420663058496,193.20175031703303,-5.46491719,,True,C2/c,15,Monoclinic,2/m,FM,"icsd-68383,icsd-167453,icsd-600292,icsd-202380,icsd-167454,icsd-202382,icsd-15557,icsd-202383","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': True, 'substrates': True}",,,,,,
mp-bgpn,KFe2S3,-0.9243445374583331,0.0,True,0.0,9.9668006,12,3.181000107917847,257.85941812887205,-6.004945417500001,,True,Cmcm,63,Orthorhombic,mmm,FM,"icsd-99507,icsd-632394,icsd-100180,icsd-632396","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cpyel,K3FeS3,-1.124671890607139,0.0,True,0.0,20.001673,28,2.299793427772602,777.880514045936,-4.592718107142855,,True,P2_1/c,14,Monoclinic,2/m,FM,icsd-425068,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-beuyx,K3(FeS2)2,-0.90460924936111,0.142223413071423,False,0.0,0.4644735,36,2.598391923436123,913.2096008197798,-5.002802853611111,,False,Pnma,62,Orthorhombic,mmm,NM,icsd-79224,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cqobu,K7(FeS2)5,-1.04154601503409,0.0,True,0.0,34.0033464,44,2.546471761303119,1139.290587654415,-5.207167434772727,,True,C2/c,15,Monoclinic,2/m,FM,icsd-425069,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-cqjkv,K9FeS7,-1.070217342661763,0.101391039485293,False,0.08410000000000001,0.8235361,68,2.091713905985021,2007.4779608303056,-3.871048678088235,,True,P2_1/c,14,Monoclinic,2/m,FM,icsd-425070,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-war,K9Fe2S7,-1.158905878347221,0.0,True,0.748799999999999,35.9999948,72,2.256855176183103,2024.9419774703072,-4.274692206805556,,True,P2_13,198,Cubic,23,FM,icsd-73053,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-rwp,K(CoS)2,-0.738215235874999,0.0,True,0.0,4.999617,5,3.984894438188348,92.13201901773023,-10.449175366,,True,I4/mmm,139,Tetragonal,4/mmm,FM,icsd-623956,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-hpj,K2CoS2,-0.9128057182916661,0.050563919666666006,False,0.0,6.001385,10,2.598730203788493,257.20234570422326,-9.180572409666667,,True,Ibam,72,Orthorhombic,mmm,FM,"icsd-623958,icsd-623960,icsd-67387","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-vxa,K6CoS4,-1.090753118371214,0.027807620757574,False,0.43760000000000004,5.990735,22,2.178610271498423,642.9668949860722,-8.49802254166667,8.302386319986187,True,P6_3mc,186,Hexagonal,6mm,FM,icsd-68603,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': True, 'piezoelectric': True, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bgmc,K9Co2S7,-0.9639470497743041,0.10938498078703501,False,0.0,2.2859775,72,2.186268569382147,2109.084581575284,-8.567896954027779,,True,Pa-3,205,Cubic,m-3,FM,,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bfufm,K(NiS)2,-0.7965754164499991,0.053632893,False,0.0,0.9448451,5,4.018926765798113,91.1536869368941,-4.989863118000001,,True,I4/mmm,139,Tetragonal,4/mmm,FM,icsd-641273,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-bmgiz,K2Ni3S4,-0.924005516055554,0.020670383333332,False,0.7006,0.0001946,18,3.325506881100865,382.0273561435966,-4.940976664444445,,False,P1,1,Triclinic,1,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': False, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-crbie,K2Ni3S2,-0.43263870064285603,0.317477131666664,False,0.14069999999999902,3.2300000000000006e-05,28,3.150602100156049,671.2709681046742,-4.415202259285714,,False,Fddd,70,Orthorhombic,mmm,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-zmq,K2Ni3S4,-0.9446758993888861,0.0,True,0.7685999999999991,0.0,18,3.409026820706266,372.6678223555598,-4.961647047777777,11.225402159999902,False,Fddd,70,Orthorhombic,mmm,NM,"icsd-641275,icsd-81731","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': True, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-crpyv,KCu7S4,-0.45295058060416604,0.016819276093745002,False,0.194199999999999,9.880000000000003e-05,12,5.172745823747068,196.520250286826,-4.3175678525,,False,P1,1,Triclinic,1,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-opo,KCu3S2,-0.6254775112083331,0.005858932499998,False,0.4727,0.0,12,4.584443789488176,212.8836098399082,-4.2427750375,,False,C2/m,12,Monoclinic,2/m,NM,icsd-100001,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-boyn,KCu4S3,-0.5903214574687491,0.0,True,0.0,1e-07,8,4.682005931557535,138.13358668444494,-4.33287015,,False,P4/mmm,123,Tetragonal,4/mmm,NM,"icsd-23336,icsd-602356,icsd-25720,icsd-602358","{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-fuprr,K(CuS)2,-0.757603732449999,0.0,True,0.0,2.1600000000000003e-05,5,3.923625518803988,97.47511686528468,-4.27851943,,False,I4/mmm,139,Tetragonal,4/mmm,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-crpyf,KCuS3,-0.44332230594999805,0.34333780272221803,False,0.0,0.004050499999999,5,3.020431692343385,109.3156406954625,-3.971876212,,False,Pmm2,25,Orthorhombic,mm2,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-bpvi,KCuS,-0.921985167416667,0.0,True,1.8615,0.0,12,2.544808244700729,351.6022171810362,-4.044643202500001,6.254849046666666,False,Pnma,62,Orthorhombic,mmm,NM,icsd-49008,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': True, 'dielectric': True, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': True, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-zko,K3(Cu4S3)2,-0.66648269510294,0.00199118647059,False,0.0,5e-07,17,4.376524873523016,310.38525731076925,-4.2554326247058825,,False,C2/m,12,Monoclinic,2/m,NM,icsd-10054,"{'materials': True, 'thermo': True, 'xas': True, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': True, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': True}",,,,,,
mp-cltxa,K3(CuS)4,-0.8461715806136361,0.0010947527272730001,False,0.0,0.002288799999999,22,3.512467444200784,472.5088444135196,-4.149855825909091,,False,Pbam,55,Orthorhombic,mmm,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-cnhre,K6ZnS4,-1.266701478522727,0.0,True,1.9713999999999992,0.0,22,2.243151334550573,634.0548290806395,-8.280913763181818,,False,P6_3mc,186,Hexagonal,6mm,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': False, 'magnetism': True, 'elasticity': False, 'dielectric': False, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
mp-cnhxd,K2ZnS2,-1.252977908624998,0.0,True,2.804299999999999,0.0,10,2.635211962151513,261.80290942665175,-8.656018894999999,9.078519343333324,False,Ibam,72,Orthorhombic,mmm,NM,,"{'materials': True, 'thermo': True, 'xas': False, 'grain_boundaries': False, 'chemenv': True, 'electronic_structure': True, 'absorption': False, 'bandstructure': False, 'dos': True, 'magnetism': True, 'elasticity': False, 'dielectric': True, 'piezoelectric': False, 'surface_properties': False, 'oxi_states': True, 'provenance': True, 'charge_density': True, 'eos': False, 'phonon': False, 'insertion_electrodes': False, 'substrates': False}",,,,,,
